"223","Arnott Charlton Public School","140 Winterfold Dr","Brampton","L6V3V8","Peel DSB","21369","Yes",,"
","0"
"224","Aylesbury Public School","25 Aylesbury Drive","Brampton","L7A0V3","Peel DSB","503560","Yes",,"
","0"
"225","Balmoral Drive Senior Public School","233 Balmoral Dr","Brampton","L6T1V5","Peel DSB","30880","Yes",,"
","0"
"226","Beatty-Fleming Sr. Public School","21 Campbell Dr","Brampton","L6X2H6","Peel DSB","37907","Yes",,"
","0"
"227","Beryl Ford Public School","45 Ironshield Drive","Brampton","L6P3N5","Peel DSB","89058","Yes",,"
","0"
"228","Beryl Ford Public School","45 Ironshield Drive","Brampton","L6P3N5","Peel DSB","89058","Yes",,"
","0"
"229","Bishop Francis Allen School","325 McMurchy Ave S","Brampton","L6Y1Z4","Dufferin-Peel CDSB","689556","Yes",,"
","0"
"230","Bramalea Secondary School","510 Balmoral Dr","Brampton","L6T1W4","Peel DSB","895920","Yes",,"
","0"
"231","Brampton Centennial Secondary School","251 McMurchy Ave S","Brampton","L6Y1Z4","Peel DSB","896055","Yes",,"
","0"
"232","Burnt Elm Public School","85 Burnt Elm Dr","Brampton","L7A1T8","Peel DSB","71781","Yes",,"
","0"
"233","Carberry Public School","526 Fernforest Drive","Brampton","L6R0W1","Peel DSB","27655","Yes",,"
","0"
"234","Cardinal Ambrozic Catholic Secondary School","10 Castle Oaks Crossing","Brampton","L6P3A2","Dufferin-Peel CDSB","749813","Yes",,"
","0"
"235","Cardinal Newman Catholic School","698 Balmoral Dr","Brampton","L6T1Z1","Dufferin-Peel CDSB","723967","Yes",,"
","0"
"236","Castlebrooke Secondary School","10 Gardenbrooke Trail","Brampton","L6P3L1","Peel DSB","918407","Yes",,"
","0"
"237","Castlemore Public School","9916 The Gore","Brampton","L6P0A7","Peel DSB","88340","Yes",,"
","0"
"238","Centennial Senior Public School","50 Ladore Dr","Brampton","L6Y1V5","Peel DSB","501875","Yes",,"
","0"
"239","Central Peel Secondary School","32 Kennedy Rd N","Brampton","L6V1X4","Peel DSB","899828","Yes",,"
","0"
"240","Cherrytree Public School","155 Cherrytree Dr","Brampton","L6Y3M9","Peel DSB","89028","Yes",,"
","0"
"241","Cheyne Middle School","236 Queen Mary Dr","Brampton","L7A3L3","Peel DSB","94757","Yes",,"
","0"
"242","Chinguacousy Secondary School","1370 WILLIAMS PKY","Brampton","L6S1V3","Peel DSB","901342","Yes",,"
","0"
"243","Clark Boulevard Public School","201 Clark Blvd","Brampton","L6T2C9","Peel DSB","108626","Yes",,"
","0"
"244","Conestoga Public School","300 Conestoga Dr","Brampton","L6Z3M1","Peel DSB","237787","Yes",,"
","0"
"245","Countryside Village Public School","12175 Bramalea Road","Brampton","L7C2P9","Peel DSB","587234","Yes",,"
","0"
"246","David Suzuki Secondary School","45 Daviselm Drive","Brampton","L6X0Z3","Peel DSB","909673","Yes",,"
","0"
"247","Dorset Drive Public School","100 Dorset Dr","Brampton","L6T2Y9","Peel DSB","142832","Yes",,"
","0"
"248","Earnscliffe Senior Public School","50 Earnscliffe Circle","Brampton","L6T2B2","Peel DSB","158313","Yes",,"
","0"
"249","Eastbourne Drive Public School","702 Balmoral Dr","Brampton","L6T1X3","Peel DSB","163449","Yes",,"
","0"
"250","Ecole secondaire Jeunes sans frontieres","7585 Financial promenade","Brampton","L6Y5P4","CS Viamonde","907642","Yes",,"
","0"
"251","Eldorado Public School","25 Wardsville Drive","Brampton","L6Y0T7","Peel DSB","426375","Yes",,"
","0"
"252","Fairlawn Public School","40 Fairlawn Blvd","Brampton","L6P2X4","Peel DSB","588552","Yes",,"
","0"
"253","Fairlawn Public School","40 Fairlawn Blvd","Brampton","L6P2X4","Peel DSB","588552","Yes",,"
","0"
"254","Fallingdale Public School","510 Clark Blvd","Brampton","L6T2E4","Peel DSB","193070","Yes",,"
","0"
"255","Father C. W. Sullivan School ","62 Seaborn Rd","Brampton","L6V2C1","Dufferin-Peel CDSB","696307","Yes",,"
","0"
"256","Father Francis McSpiritt Catholic Elementary School","55 Lexington Road","Brampton","L6P2B1","Dufferin-Peel CDSB","730441","Yes",,"
","0"
"257","Fletcher's Meadow Secondary School","10750 Chinguacousy Rd","Brampton","L7A2Z7","Peel DSB","910058","Yes",,"
","0"
"258","Fletcher's Meadow Secondary School","10750 Chinguacousy Rd","Brampton","L7A2Z7","Peel DSB","910058","Yes",,"
","0"
"259","Folkstone Public School","104 Folkstone Cres","Brampton","L6T3M5","Peel DSB","201073","Yes",,"
","0"
"260","Georges Vanier Catholic School ","28 Finchgate Blvd","Brampton","L6T3H9","Dufferin-Peel CDSB","708038","Yes",,"
","0"
"261","Goldcrest Public School","24 Goldcrest Rd","Brampton","L6S1G3","Peel DSB","221538","Yes",,"
","0"
"262","Gordon Graydon Senior Public School","170 Rutherford Rd N","Brampton","L6V2X9","Peel DSB","494577","Yes",,"
","0"
"263","Great Lakes Public School","285 Great Lakes Drive","Brampton","L6R2R8","Peel DSB","228940","Yes",,"
","0"
"264","Greenbriar Midddle School","1140 CENTRAL PARK DR","Brampton","L6S2C9","Peel DSB","229377","Yes",,"
","0"
"265","Grenoble Public School","33 GREENBRIAR RD","Brampton","L6S1V8","Peel DSB","230774","Yes",,"
","0"
"266","Harold F. Loughin Public School","39 Herkley Dr","Brampton","L6V2E7","Peel DSB","253464","Yes",,"
","0"
"267","Heart Lake Secondary School","296 Conestoga Dr","Brampton","L6Z3M1","Peel DSB","916269","Yes",,"
","0"
"268","Helen Wilson Public School","9 Abbey Rd","Brampton","L6W2T7","Peel DSB","252530","Yes",,"
","0"
"269","Hewson Public School","235 Father Tobin Road","Brampton","L6R0G2","Peel DSB","118827","Yes",,"
","0"
"270","Hickory Wood Public School","630 Ray Lawson Blvd","Brampton","L6Y4W8","Peel DSB","254550","Yes",,"
","0"
"271","Hilldale Public School","100 Hilldale Cres","Brampton","L6S2N3","Peel DSB","258148","Yes",,"
","0"
"272","Homestead Public School","99 Fletcher's Creek Blvd","Brampton","L6X4T7","Peel DSB","263397","Yes",,"
","0"
"273","Huttonville Public School","2322 Embleton Rd","Brampton","L6X0C9","Peel DSB","274763","Yes",,"
","0"
"274","James Grieve Public School","12175 Bramalea Road","Brampton","L7C2P9","Peel DSB","587234","Yes",,"
","0"
"275","Jefferson Public School","48 Jefferson Rd","Brampton","L6S2N9","Peel DSB","282375","Yes",,"
","0"
"276","Judith Nyman Secondary School","1305 WILLIAMS PKY","Brampton","L6S3J8","Peel DSB","930679","Yes",,"
","0"
"277","Judith Nyman Secondary School","1305 WILLIAMS PKY","Brampton","L6S3J8","Peel DSB","930679","Yes",,"
","0"
"278","Kingswood Dr. Public School","235 Kingswood Dr","Brampton","L6V3B3","Peel DSB","297682","Yes",,"
","0"
"279","Louise Arbour Secondary School","365 Father Tobin Road","Brampton","L6R0R4","Peel DSB","904203","Yes",,"
","0"
"280","Madoc Drive Public School","49 Madoc Dr","Brampton","L6V2A1","Peel DSB","328448","Yes",,"
","0"
"281","Massey Street Public School","95 Massey St","Brampton","L6S3A3","Peel DSB","329215","Yes",,"
","0"
"282","McCrimmon Middle School","83 McCrimmon Dr","Brampton","L7A2Z3","Peel DSB","329690","Yes",,"
","0"
"283","McHugh Public School","31 Craig St","Brampton","L6Y1J2","Peel DSB","351857","Yes",,"
","0"
"284","McHugh Public School","31 Craig St","Brampton","L6Y1J2","Peel DSB","351857","Yes",,"
","0"
"285","Morton Way Public School","200 Morton Way","Brampton","L6Y2P8","Peel DSB","332933","Yes",,"
","0"
"286","Mountain Ash Public School","280 Mountainash Rd","Brampton","L6R3G2","Peel DSB","372978","Yes",,"
","0"
"287","Nelson Mandela Public School","10125 Chinguacousy Road","Brampton","L7A3Z6","Peel DSB","212749","Yes",,"
","0"
"288","North Park Secondary School","10 North Park Dr","Brampton","L6S3M1","Peel DSB","930660","Yes",,"
","0"
"289","Notre Dame Secondary School     ","2 Notre Dame Ave","Brampton","L6Z4L5","Dufferin-Peel CDSB","690694","Yes",,"
","0"
"290","Our Lady of Fatima","39 Sunset Blvd","Brampton","L6X1X1","Dufferin-Peel CDSB","742171","Yes",,"
","0"
"291","Pauline Vanier Catholic Elementary School ","56 Oaklea Blvd","Brampton","L6Y4G5","Dufferin-Peel CDSB","750042","Yes",,"
","0"
"292","Peel Alternative School - North","315 BARTLEY BULL PKY","Brampton","L6W2L4","Peel DSB","918210","Yes",,"
","0"
"293","Queen St. Public School","20 Academic Dr","Brampton","L6Y0R7","Peel DSB","465232","Yes",,"
","0"
"294","Ridgeview Public School","25 Brenda Ave","Brampton","L6Y2A1","Peel DSB","484580","Yes",,"
","0"
"295","Rowntree Public School              ","254 Queen Mary Dr","Brampton","L7A3L6","Peel DSB","330632","Yes",,"
","0"
"296","Royal Orchard Middle School","77 Royal Orchard Dr","Brampton","L6X4M4","Peel DSB","494275","Yes",,"
","0"
"297","Sandalwood Heights Secondary School","2671 Sandalwood Pkwy E","Brampton","L6R0K7","Peel DSB","939596","Yes",,"
","0"
"298","Shaw grant increase","10 Father Tobin Rd","Brampton","L6R3K2","Peel DSB","156880","Yes",,"
","0"
"299","Shaw Public School","10 Father Tobin Rd","Brampton","L6R3K2","Peel DSB","156880","Yes",,"
","0"
"300","Sir John A. Macdonald Sr. Public School","250 Centre St N","Brampton","L6V2R4","Peel DSB","514900","Yes",,"
","0"
"301","Sir Wilfrid Laurier Public School ","364 BARTLEY BULL PKY","Brampton","L6W2L8","Peel DSB","516210","Yes",,"
","0"
"302","Sir Wilfrid Laurier Public School ","364 BARTLEY BULL PKY","Brampton","L6W2L8","Peel DSB","516210","Yes",,"
","0"
"303","Sir Winston Churchill Public School","89 Ardglen Dr","Brampton","L6W1V1","Peel DSB","516430","Yes",,"
","0"
"304","Somerset Drive Public School","50 Somerset Dr","Brampton","L6Z1C7","Peel DSB","518042","Yes",,"
","0"
"305","Springdale Public School","100 Dewside Dr","Brampton","L6R3B6","Peel DSB","527971","Yes",,"
","0"
"306","St. Anne Elementary School","124 Vodden St","Brampton","L6V1M5","Dufferin-Peel CDSB","771759","Yes",,"
","0"
"307","St. Anne Elementary School","124 Vodden St","Brampton","L6V1M5","Dufferin-Peel CDSB","771759","Yes",,"
","0"
"308","St. Anthony Elementary School","950 North Park Dr","Brampton","L6S3L5","Dufferin-Peel CDSB","773530","Yes",,"
","0"
"309","St. Augustine Secondary School","27 Drinkwater Rd","Brampton","L6Y4T6","Dufferin-Peel CDSB","775606","Yes",,"
","0"
"310","St. Edmund Campion Secondary School","275 Brisdale Drive","Brampton","L7A3C7","Dufferin-Peel CDSB","788511","Yes",,"
","0"
"311","St. Joachim Elementary School","435 Rutherford Rd N","Brampton","L6V3V9","Dufferin-Peel CDSB","801178","Yes",,"
","0"
"312","St. John Fisher Elementary School","330 Balmoral Dr","Brampton","L6T1V6","Dufferin-Peel CDSB","803502","Yes",,"
","0"
"313","St. Kevin Separate School","103 Malta Ave","Brampton","L6Y4C8","Dufferin-Peel CDSB","816906","Yes",,"
","0"
"314","St. Leonard Elementary School","185 Conestoga Dr","Brampton","L6Z2Z7","Dufferin-Peel CDSB","818500","Yes",,"
","0"
"315","St. Marguerite d'Youville Secondary School  ","10815 Dixie Rd","Brampton","L6R2W5","Dufferin-Peel CDSB","822655","Yes",,"
","0"
"316","St. Mary Elementary School","66 Main St S","Brampton","L6W2C6","Dufferin-Peel CDSB","824950","Yes",,"
","0"
"317","St. Roch Catholic Secondary School","200 Valleyway Drive","Brampton","L6X0N3","Dufferin-Peel CDSB","784979","Yes",,"
","0"
"318","St. Thomas Aquinas Secondary School","25 Corporation Dr","Brampton","L6S6A2","Dufferin-Peel CDSB","854530","Yes",,"
","0"
"319","St. Thomas Aquinas Secondary School","25 Corporation Dr","Brampton","L6S6A2","Dufferin-Peel CDSB","854530","Yes",,"
","0"
"320","Stanley Mills Public School","286 SUNNY MEADOW BLVD","Brampton","L6R3C3","Peel DSB","24650","Yes",,"
","0"
"321","Sunny View Middle School","30 Chapparal Dr","Brampton","L6R3C4","Peel DSB","536733","Yes",,"
","0"
"322","Turner Fenton Secondary School","7935 Kennedy Rd S RR 10","Brampton","L6V3N2","Peel DSB","918440","Yes",,"
","0"
"323","William G Davis Senior  Public School ","491 BARTLEY BULL PKY","Brampton","L6W2M7","Peel DSB","505790","Yes",,"
","0"
"324","William G Davis Senior Public School ","491 BARTLEY BULL PKY","Brampton","L6W2M7","Peel DSB","505790","Yes",,"
","0"
"325","Williams Parkway Senior Public School","1285 WILLIAMS PKY","Brampton","L6S3J8","Peel DSB","614238","Yes",,"
","0"
"326","Worthington Public School","71 Worthington Ave","Brampton","L7A1N9","Peel DSB","619981","Yes",,"
","0"
"327","Agnes G. Hodge Public School","52 Clench Ave","Brantford","N3T1B6","Grand Erie DSB","4758",,,"Yes
","0"
"328","Assumption College","257 Shellard Lane","Brantford","N3T5L5","Brant Haldimand Norfolk CDSB","688088","Yes",,"
","0"
"329","Banbury Heights","141 Banbury Rd","Brantford","N3P1E3","Grand Erie DSB","31739",,,"Yes
","0"
"330","BCI","110 Shetland Street","Brantford","N3T3H3","Grand Erie DSB","75604","Yes",,"
","0"
"331","Bellview Public School","1347 Hutchinson Rd RR 8","Brantford","N3S1G5","Grand Erie DSB","19224","Yes",,"
","0"
"332","Branlyn Community School","238 Brantwood Park Rd","Brantford","N3P1N9","Grand Erie DSB","34339","Yes",,"
","0"
"333","Brier Park School","10 Blackfriar Lane","Brantford","N3R6C5","Grand Erie DSB","62006",,,"Yes
","0"
"334","Cedarland Public School","60 Ashgrove Ave","Brantford","N3R6E5","Grand Erie DSB","89966","Yes",,"
","0"
"335","Centennial Grand-Woodlands","41 Ellenson Dr","Brantford","N3R3E7","Grand Erie DSB","90077","Yes",,"
","0"
"336","Central Public School","135 George St","Brantford","N3T6B4","Grand Erie DSB","90816","Yes",,"
","0"
"337","Christ The King","165 Dufferin Ave","Brantford","N3T4R4","Brant Haldimand Norfolk CDSB","696900","Yes",,"
","0"
"338","Echo Place School","51 Woodman Dr","Brantford","N3S3R5","Grand Erie DSB","619396",,,"Yes
","0"
"339","Ecole Dufferin","106 Chestnut St","Brantford","N3T4C6","Grand Erie DSB","151130","Yes",,"
","0"
"340","Graham Bell","56 Grand St","Brantford","N3R4B2","Grand Erie DSB","226017","Yes",,"
","0"
"341","Grand Erie Learning Alternatives (GELA)","365 Rawdon St","Brantford","N3S6J3","Grand Erie DSB","891304","Yes",,"
","0"
"342","Grandview Public School","68 North Park St","Brantford","N3R4J9","Grand Erie DSB","227056","Yes",,"
","0"
"343","Greenbrier Public School","33 White Oaks Ave","Brantford","N3R5N8","Grand Erie DSB","229393",,,"Yes
","0"
"344","Holy Cross School","358 Marlboro St","Brantford","N3S4V1","Brant Haldimand Norfolk CDSB","714453","Yes",,"
","0"
"345","Jean Vanier Catholic Elementary School","120 Ninth","Brantford","N3S1E7","Brant Haldimand Norfolk CDSB","750259","Yes",,"
","0"
"346","King George Public School","265 Rawdon St","Brantford","N3S6G7","Grand Erie DSB","295434","Yes",,"
","0"
"347","Major Ballachey Public School","105 Rawdon St","Brantford","N3S6C7","Grand Erie DSB","329100","Yes",,"
","0"
"348","North Park Collegiate","280 North Park St","Brantford","N3R4L1","Grand Erie DSB","930245","Yes",,"
","0"
"349","Notre Dame Elementary School","238 Brantwood Park Rd","Brantford","N3P1N9","Brant Haldimand Norfolk CDSB","739200","Yes",,"
","0"
"350","Pauline Johnson Collegiate Grab & Go Breakfast","627 Colborne St E","Brantford","N3S3M8","Grand Erie DSB","934402","Yes",,"
","0"
"351","Prince Charles Public School","40 Morton Ave","Brantford","N3R2N5","Grand Erie DSB","452866","Yes",,"
","0"
"352","Princess Elizabeth Public School","60 Tecumseh St","Brantford","N3S2B5","Grand Erie DSB","456764","Yes",,"
","0"
"353","St. John's College","80 Paris Rd","Brantford","N3R1H9","Brant Haldimand Norfolk CDSB","751898","Yes",,"
","0"
"354","St. Mary Catholic Learning Centre","455 Colburne","Brantford","N3S3N8","Brant Haldimand Norfolk CDSB","706139","Yes",,"
","0"
"355","St. Patrick School","320 Fairview Dr","Brantford","N3R2X6","Brant Haldimand Norfolk CDSB","840530",,,"Yes
","0"
"356","St. Peter School","175 Glenwood Dr","Brantford","N3S3H1","Brant Haldimand Norfolk CDSB","844977","Yes",,"
","0"
"357","St. Pius X School","127 Wood St","Brantford","N3R2L4","Brant Haldimand Norfolk CDSB","846791",,,"Yes
","0"
"358","St. Theresa","12 Dalewood Ave RR 4","Brantford","N3T5L7","Brant Haldimand Norfolk CDSB","853038","Yes",,"
","0"
"359","Ste-Marguerite-Bourgeoys","60 Clench avenue","Brantford","N3T1B8","CSDC Centre-Sud","730211",,,"Yes
","0"
"360","Tollgate Technological Skills Centre","112 Tollgate Rd","Brantford","N3R4Z6","Grand Erie DSB","916412","Yes",,"
","0"
"361","Woodman-Cainsville School","51 Woodman Dr","Brantford","N3S4K3","Grand Erie DSB","619396","Yes",,"
","0"
"362","Brechin P.S.","3226 County Rd 47 RR 1","Brechin","L0K1B0","Simcoe County DSB","60445","Yes",,"Yes
","0"
"363","Foley Catholic School","2162 Concession Rd 4","Brechin","L0K1B0","Simcoe Muskoka CDSB","729663","Yes",,"
","0"
"364","Chemong Public School","1029 Gore Street","Bridgenorth","K0L1H0","Kawartha Pine Ridge DSB","105678","Yes",,"
","0"
"365","Brigden Public School","1540 Duncan St","Brigden","N0N1B0","Lambton Kent DSB","62081","Yes",,"
","0"
"366","Brighton Public School","24 Elizabeth St","Brighton","K0K1H0","Kawartha Pine Ridge DSB","62995","Yes",,"Yes
","0"
"367","East Northumberland Secondary School","71 Dundas St","Brighton","K0K1H0","Kawartha Pine Ridge DSB","906719","Yes",,"
","0"
"368","Smithfield Public School","241 Drewery St 3","Brighton","K0K1H0","Kawartha Pine Ridge DSB","62340","Yes",,"Yes
","0"
"369","Spring Valley Public School","212 County Rd 26 7","Brighton","K0K1H0","Kawartha Pine Ridge DSB","527661","Yes",,"
","0"
"370","Britt Public School","841 Riverside Dr","Britt","P0G1A0","Near North DSB","63568","Yes",,"
","0"
"371","Brockville CI","90 Pearl Street East","Brockville","K6V1P8","Upper Canada DSB","896578","Yes",,"
","0"
"372","Commonwealth PS","166 Pearl Street East","Brockville","K6V1R4","Upper Canada DSB","120324",,,"Yes
","0"
"373","J L Jordan Sep S","294 First Ave","Brockville","K6V3B7","CDSB of Eastern Ontario","691127","Yes",,"
","0"
"374","Prince of Wales PS","210 Pearl Street West","Brockville","K6V4C8","Upper Canada DSB","455725","Yes",,"
","0"
"375","St Francis Xavier Sep S","74 Church St","Brockville","K6V3X6","CDSB of Eastern Ontario","792322","Yes",,"
","0"
"376","St John Bosco CES","12 Durham St","Brockville","K6V7A4","CDSB of Eastern Ontario","803022","Yes",,"
","0"
"377","Thousand Islands SS","2510 Parkedale Avenue West","Brockville","K6V3H1","Upper Canada DSB","948314","Yes",,"
","0"
"378","Vanier PS","40 Vanier Drive","Brockville","K6V3J5","Upper Canada DSB","615129","Yes",,"
","0"
"379","Westminster PS","29 Central Avenue West","Brockville","K6V4N6","Upper Canada DSB","601977","Yes",,"
","0"
"380","Arthur Henderson Public School","2 Henderson Lane","Bruce Mines","P0R1C0","Algoma DSB","67679","Yes",,"
","0"
"381","Huron Centennial School","39978 CENTENNIAL RD RR 1","BRUCEFIELD","N0M1J0","Avon Maitland DSB","273694","Yes",,"
","0"
"382","Buckhorn Public School","1800 Lakehurst Rd","Buckhorn","K0L2H0","Kawartha Pine Ridge DSB","246425","Yes",,"
","0"
"383","Blessed Sacrament School","185 King St W","Burford","N0E1A0","Brant Haldimand Norfolk CDSB","690015",,,"Yes
","0"
"384","Burford District Elementary School","35 Alexander St","Burford","N0E1A0","Grand Erie DSB","70254",,,"Yes
","0"
"385","M A Wittick","178 Yonge St","Burk's Falls","P0A1C0","Near North DSB","70530","Yes",,"
","0"
"386","Aldershot HS","50 Fairwood Pl W","Burlington","L7T1E5","Halton DSB","890987","Yes",,"
","0"
"387","Aldershot PS","50 Fairwood Place W","Burlington","L7T1E5","Halton DSB","6777","Yes",,"
","0"
"388","Alton Village","3290 Steeplechase Drive","Burlington","L7M0W1","Halton DSB","344051","Yes",,"
","0"
